Yaw;Pitch;Roll;Ang_vel_x;Ang_vel_y;Ang_vel_z;u(z);t;setpoint
180.75;0;-1.1875;-0.01;0.01;0;-63;26.74;180
180.75;0.0625;-1.1875;-0.01;0.01;0;-63;26.79;180
180.75;0.125;-1.0625;-0.02;-0.02;0.01;-63.1;26.84;180
180.75;0.1875;-0.9375;-0.03;-0.05;0.01;-63.1;26.88;180
180.75;0.25;-0.8125;-0.03;-0.06;0.01;-63.1;26.93;180
180.75;0.3125;-0.625;-0.02;-0.07;0.01;-63.2;26.98;180
180.75;0.375;-0.4375;-0.02;-0.06;0.01;-63.2;27.02;180
180.6875;0.375;-0.3125;-0.01;-0.05;0.01;-63;27.07;180
180.6875;0.375;-0.1875;0;-0.03;0;-63.1;27.12;180
180.6875;0.375;-0.1875;0.01;-0.01;0;-63.1;27.17;180
180.6875;0.3125;-0.1875;0.02;0.02;0;-63.2;27.22;180
180.6875;0.25;-0.25;0.02;0.02;0;-63.2;27.27;180
180.6875;0.1875;-0.4375;0.04;0.06;0.01;-63.2;27.31;180
180.6875;0.0625;-0.625;0.04;0.06;0.01;-63.3;27.37;180
180.6875;0;-0.8125;0.03;0.07;0.01;-63.3;27.41;180
180.6875;-0.0625;-0.9375;0.02;0.07;0;-63.3;27.46;180
180.6875;-0.0625;-1.125;0.02;0.07;0;-63.4;27.51;180
180.6875;-0.0625;-1.1875;0.01;0.04;0;-63.4;27.56;180
180.6875;0;-1.25;-0.02;0.01;0.01;-63.4;27.6;180
180.6875;0;-1.25;-0.03;-0.01;0.02;-63.5;27.65;180
180.625;0.0625;-1.1875;-0.04;-0.03;0.01;-63.3;27.7;180
180.625;0.1875;-1.0625;-0.05;-0.05;0.01;-63.3;27.75;180
180.625;0.3125;-0.9375;-0.04;-0.05;0.01;-63.4;27.8;180
180.625;0.4375;-0.75;-0.04;-0.06;0;-63.4;27.84;180
180.625;0.5;-0.5625;-0.03;-0.06;0.01;-63.4;27.89;180
180.625;0.5;-0.375;-0.01;-0.05;0.01;-63.5;27.94;180
180.625;0.5;-0.25;0;-0.03;0.01;-63.5;27.98;180
180.625;0.5;-0.25;0.02;-0.01;0;-63.5;28.03;180
180.625;0.4375;-0.1875;0.03;0.01;0;-63.6;28.08;180
180.625;0.3125;-0.25;0.04;0.03;0;-63.6;28.12;180
180.625;0.1875;-0.375;0.05;0.05;0.01;-63.6;28.17;180
180.625;0.0625;-0.4375;0.05;0.06;0.01;-63.7;28.22;180
180.625;0;-0.625;0.04;0.06;0;-63.7;28.27;180
180.625;-0.125;-0.75;0.03;0.06;0;-63.7;28.32;180
180.625;-0.1875;-0.875;0.02;0.05;0;-63.8;28.36;180
180.625;-0.1875;-1;0;0.03;0;-63.8;28.41;180
180.625;-0.1875;-1;-0.03;0.01;0.01;-63.8;28.46;180
180.625;-0.125;-1;-0.04;-0.01;0.01;-63.8;28.51;180
180.625;0;-0.9375;-0.05;-0.03;0.01;-63.9;28.56;180
180.625;0.125;-0.8125;-0.06;-0.05;0.01;-63.9;28.61;180
180.625;0.25;-0.625;-0.06;-0.05;0.01;-63.9;28.65;180
180.625;0.375;-0.5;-0.05;-0.05;0;-64;28.7;180
180.625;0.5;-0.375;-0.03;-0.04;0;-64;28.75;180
180.625;0.5625;-0.25;-0.02;-0.03;0.01;-64;28.8;180
180.625;0.5625;-0.1875;0.01;-0.02;0.01;-64.1;28.85;180
180.625;0.5625;-0.1875;0.03;0.01;0;-64.1;28.9;180
180.625;0.4375;-0.1875;0.04;0.02;0;-64.1;28.95;180
180.625;0.3125;-0.25;0.05;0.04;0;-64.2;29;180
180.625;0.125;-0.375;0.06;0.05;0;-64.2;29.05;180
180.625;0;-0.5;0.06;0.05;0;-64.2;29.11;180
180.625;-0.125;-0.6875;0.06;0.05;0;-64.3;29.15;180
180.625;-0.25;-0.8125;0.03;0.04;0;-64.3;29.2;180
180.625;-0.3125;-0.875;0.02;0.03;0;-64.3;29.25;180
180.625;-0.3125;-0.9375;0.02;0.03;0;-64.3;29.3;180
180.625;-0.25;-1;-0.02;0.01;0;-64.4;29.34;180
180.625;-0.125;-1;-0.05;-0.01;0.01;-64.4;29.39;180
180.625;-0.0625;-0.9375;-0.06;-0.03;0.01;-64.4;29.44;180
180.5625;0.0625;-0.8125;-0.06;-0.04;0.01;-64.2;29.48;180
180.5625;0.25;-0.6875;-0.07;-0.05;0.01;-64.3;29.53;180
180.5625;0.4375;-0.625;-0.06;-0.04;0.01;-64.3;29.58;180
180.5625;0.5625;-0.5;-0.04;-0.04;0.01;-64.4;29.63;180
180.5625;0.6875;-0.4375;-0.03;-0.03;0.01;-64.4;29.68;180
180.5625;0.6875;-0.375;0;-0.01;0;-64.4;29.73;180
180.5625;0.6875;-0.375;0;-0.01;0;-64.5;29.78;180
180.5625;0.5625;-0.375;0.04;0.02;0;-64.5;29.82;180
180.5625;0.4375;-0.5;0.06;0.04;0;-64.5;29.87;180
180.5625;0.25;-0.5625;0.07;0.04;0;-64.5;29.92;180
180.5625;0.0625;-0.6875;0.07;0.04;0;-64.6;29.97;180
180.5625;-0.0625;-0.8125;0.06;0.05;0.01;-64.6;30.02;180
180.5625;-0.1875;-0.9375;0.05;0.04;0.01;-64.6;30.07;180
180.5625;-0.3125;-1;0.03;0.02;0;-64.6;30.11;180
180.5625;-0.3125;-1.0625;0;0.01;0;-64.7;30.16;180
180.5625;-0.3125;-1.0625;-0.03;0;0;-64.7;30.21;180
180.5625;-0.25;-1;-0.05;-0.02;0;-64.7;30.26;180
180.5625;-0.0625;-0.9375;-0.06;-0.03;0.01;-64.8;30.31;180
180.5625;0.0625;-0.875;-0.07;-0.03;0.01;-64.8;30.36;180
180.5625;0.25;-0.8125;-0.08;-0.03;0.01;-64.8;30.41;180
180.5;0.4375;-0.6875;-0.07;-0.03;0;-64.6;30.45;180
180.5;0.625;-0.625;-0.05;-0.03;0.01;-64.7;30.51;180
180.5;0.6875;-0.5625;-0.03;-0.01;0;-64.7;30.55;180
180.5;0.75;-0.5625;0;0;0;-64.7;30.59;180
180.5;0.75;-0.5625;0.02;0.01;0.01;-64.8;30.64;180
180.5;0.625;-0.5625;0.04;0.03;0.01;-64.8;30.69;180
180.5;0.5;-0.625;0.06;0.04;0;-64.8;30.74;180
180.5625;0.3125;-0.6875;0.06;0.04;0;-65.1;30.79;180
180.5625;0.125;-0.75;0.07;0.04;0;-65;30.83;180
180.5625;0;-0.875;0.07;0.04;0;-65.1;30.88;180
180.5625;-0.1875;-0.9375;0.06;0.03;0;-65.1;30.93;180
180.5625;-0.3125;-0.9375;0.03;0.02;0;-65.1;30.98;180
180.5625;-0.375;-0.9375;0.01;0;0;-65.2;31.03;180
180.5625;-0.375;-0.9375;-0.02;-0.01;0;-65.2;31.08;180
180.5625;-0.3125;-0.875;-0.02;-0.01;0;-65.2;31.13;180
180.5625;-0.1875;-0.75;-0.06;-0.03;0;-65.2;31.17;180
180.5625;0;-0.6875;-0.07;-0.03;0;-65.3;31.22;180
180.5625;0.1875;-0.5625;-0.08;-0.03;0.01;-65.3;31.27;180
180.5625;0.375;-0.5;-0.07;-0.02;0.01;-65.3;31.32;180
180.5;0.5625;-0.4375;-0.06;-0.02;0.01;-65.1;31.37;180
180.5;0.6875;-0.375;-0.03;0;0.01;-65.2;31.42;180
180.5;0.75;-0.375;-0.01;0.01;0;-65.2;31.47;180
180.5;0.6875;-0.375;0.01;0.02;0;-65.2;31.52;180
180.5625;0.625;-0.4375;0.04;0.03;0;-65.5;31.57;180
180.5625;0.5;-0.5;0.06;0.03;0;-65.5;31.62;180
180.5625;0.3125;-0.5625;0.08;0.03;0;-65.5;31.67;180
180.5625;0.125;-0.6875;0.08;0.03;0;-65.5;31.71;180
180.5625;0;-0.75;0.08;0.02;0;-65.6;31.76;180
180.5625;-0.1875;-0.75;0.08;0.02;0;-65.6;31.81;180
180.5625;-0.3125;-0.75;0.06;0.01;0.01;-65.6;31.85;180
180.5625;-0.375;-0.75;0.02;0;0.01;-65.7;31.9;180
180.5625;-0.375;-0.75;-0.01;-0.01;0.01;-65.7;31.95;180
180.5625;-0.3125;-0.6875;-0.04;-0.02;0;-65.7;31.99;180
180.5625;-0.1875;-0.625;-0.06;-0.03;0;-65.7;32.04;180
180.5625;-0.0625;-0.5625;-0.07;-0.03;0;-65.8;32.09;180
180.5625;0.0625;-0.5;-0.08;-0.02;0;-65.8;32.14;180
180.5625;0.3125;-0.4375;-0.07;-0.01;0;-65.8;32.19;180
180.5625;0.5;-0.4375;-0.07;0;0.01;-65.9;32.23;180
180.5625;0.6875;-0.4375;-0.05;0.01;0;-65.9;32.28;180
180.5625;0.75;-0.4375;-0.02;0.02;0.01;-65.9;32.33;180
180.5625;0.75;-0.5;0;0.03;0;-65.9;32.38;180
180.5625;0.75;-0.5625;0;0.03;0;-66;32.43;180
180.5625;0.625;-0.6875;0.05;0.03;0;-66;32.48;180
180.5625;0.4375;-0.75;0.05;0.03;0;-66;32.53;180
180.5625;0.25;-0.8125;0.07;0.02;0;-66;32.57;180
180.5625;0.0625;-0.875;0.07;0.01;0;-66.1;32.62;180
180.5625;-0.0625;-0.875;0.06;0;0;-66.1;32.67;180
180.5625;-0.1875;-0.875;0.06;0;0;-66.1;32.73;180
180.5625;-0.3125;-0.8125;0.02;-0.01;0;-66.2;32.77;180
180.5625;-0.3125;-0.75;-0.01;-0.03;0;-66.2;32.82;180
180.5625;-0.25;-0.6875;-0.03;-0.03;0;-66.2;32.87;180
180.5625;-0.125;-0.625;-0.05;-0.03;0;-66.2;32.91;180
180.5625;0;-0.5625;-0.07;-0.03;0.01;-66.3;32.96;180
180.5625;0.125;-0.5625;-0.07;-0.02;0.01;-66.3;33;180
180.5625;0.3125;-0.5;-0.08;-0.01;0.01;-66.3;33.05;180
180.5;0.5;-0.5;-0.06;0.01;0.01;-66.1;33.1;180
180.5;0.6875;-0.5625;-0.05;0.01;0.01;-66.2;33.14;180
180.5;0.75;-0.5625;-0.03;0.02;0.01;-66.2;33.19;180
180.5;0.8125;-0.6875;-0.03;0.02;0.01;-66.2;33.25;180
180.5;0.75;-0.75;0.02;0.03;0.01;-66.3;33.29;180
180.5;0.6875;-0.8125;0.04;0.03;0;-66.3;33.35;180
180.5;0.5;-0.875;0.06;0.02;0;-66.3;33.39;180
180.5;0.375;-0.9375;0.07;0.02;0;-66.3;33.44;180
180.5;0.1875;-0.9375;0.07;0.01;0;-66.4;33.49;180
180.5;0;-1;0.07;0.01;0;-66.4;33.54;180
180.5;-0.0625;-0.9375;0.05;-0.01;0;-66.4;33.59;180
180.5;-0.1875;-0.9375;0.03;-0.02;0;-66.4;33.64;180
180.5;-0.25;-0.875;0.03;-0.02;0;-66.5;33.69;180
180.5;-0.1875;-0.75;-0.03;-0.03;0;-66.5;33.74;180
180.5;-0.0625;-0.6875;-0.05;-0.03;0;-66.5;33.78;180
180.5;0;-0.625;-0.06;-0.02;0;-66.5;33.83;180
180.5;0.1875;-0.625;-0.07;-0.01;0;-66.6;33.88;180
180.5;0.375;-0.625;-0.07;0;0;-66.6;33.93;180
180.5;0.5625;-0.625;-0.07;0;0;-66.6;33.98;180
180.5;0.6875;-0.625;-0.05;0.02;0;-66.6;34.03;180
180.5;0.75;-0.6875;-0.02;0.03;0;-66.7;34.08;180
180.5;0.8125;-0.75;0;0.03;0;-66.7;34.12;180
180.5;0.75;-0.8125;0.02;0.03;0;-66.7;34.17;180
180.5;0.625;-0.875;0.04;0.03;0;-66.7;34.21;180
180.5;0.5;-0.9375;0.05;0.02;0;-66.8;34.27;180
180.5;0.375;-0.9375;0.06;0.01;0;-66.8;34.31;180
180.5;0.1875;-0.9375;0.07;0;0;-66.8;34.35;180
180.5;0;-0.875;0.07;0;0;-66.8;34.41;180
180.5;-0.0625;-0.8125;0.04;-0.02;0;-66.9;34.45;180
180.5;-0.1875;-0.75;0.03;-0.02;0;-66.9;34.52;180
180.5;-0.1875;-0.6875;0.01;-0.03;0;-66.9;34.55;180
180.5;-0.1875;-0.5625;-0.02;-0.03;0;-66.9;34.6;180
180.5;-0.125;-0.4375;-0.04;-0.02;0;-67;34.64;180
180.5;0;-0.375;-0.05;-0.01;0;-67;34.69;180
180.5;0.0625;-0.375;-0.06;0;0;-67;34.74;180
180.5;0.25;-0.375;-0.06;0.01;0;-67;34.79;180
180.5;0.4375;-0.375;-0.06;0.01;0;-67.1;34.84;180
180.5;0.5625;-0.4375;-0.05;0.03;-0.01;-67.1;34.88;180
180.5;0.625;-0.4375;-0.02;0.03;0;-67.1;34.93;180
180.5;0.625;-0.5625;-0.02;0.03;0;-67.1;34.99;180
180.5;0.625;-0.625;0.02;0.03;0;-67.2;35.03;180
180.5;0.5625;-0.6875;0.02;0.03;0;-67.2;35.08;180
180.5;0.375;-0.75;0.05;0.02;0;-67.2;35.13;180
180.5;0.25;-0.8125;0.06;0;0;-67.2;35.17;180
180.5;0.125;-0.8125;0.05;-0.01;0;-67.3;35.22;180
180.5;0;-0.75;0.05;-0.01;0;-67.3;35.27;180
180.5;-0.0625;-0.6875;0.05;-0.03;0;-67.3;35.31;180
180.5;-0.1875;-0.625;0.03;-0.03;0;-67.3;35.36;180
180.5;-0.1875;-0.5625;0;-0.03;0;-67.4;35.41;180
180.5;-0.1875;-0.4375;-0.02;-0.03;0;-67.4;35.46;180
180.5;-0.125;-0.375;-0.03;-0.02;0;-67.4;35.51;180
180.5;0;-0.375;-0.05;-0.01;0;-67.4;35.56;180
180.5;0.125;-0.375;-0.06;0;0;-67.5;35.61;180
180.5;0.25;-0.375;-0.06;0.02;0;-67.5;35.66;180
180.5;0.4375;-0.4375;-0.05;0.03;0;-67.5;35.71;180
180.5;0.5625;-0.5;-0.04;0.03;0;-67.5;35.76;180
180.5;0.625;-0.625;-0.02;0.04;0;-67.6;35.81;180
180.5;0.625;-0.75;0;0.04;0;-67.6;35.86;180
180.5;0.625;-0.8125;0.02;0.04;0;-67.6;35.91;180
180.5;0.5625;-0.9375;0.04;0.02;0;-67.6;35.96;180
180.5;0.4375;-0.9375;0.05;0.02;-0.01;-67.7;36.01;180
180.5;0.25;-0.9375;0.06;0;0;-67.7;36.06;180
180.5;0.125;-0.9375;0.05;-0.01;0;-67.7;36.11;180
180.5;0;-0.875;0.04;-0.03;0;-67.7;36.15;180
180.5;-0.0625;-0.75;0.03;-0.04;0;-67.8;36.21;180
180.5;-0.125;-0.6875;0.01;-0.04;0;-67.8;36.25;180
180.5;-0.125;-0.5625;-0.01;-0.03;-0.01;-67.8;36.3;180
180.5;-0.0625;-0.5;-0.02;-0.03;0;-67.8;36.35;180
180.5;0;-0.4375;-0.04;-0.01;0;-67.9;36.4;180
180.5;0.0625;-0.4375;-0.05;0;0;-67.9;36.45;180
180.5;0.25;-0.4375;-0.06;0.02;0;-67.9;36.5;180
180.5;0.375;-0.5;-0.06;0.02;0;-67.9;36.55;180
180.5;0.5;-0.625;-0.04;0.03;-0.01;-68;36.59;180
180.5;0.625;-0.6875;-0.03;0.05;0;-68;36.64;180
180.5;0.6875;-0.8125;-0.02;0.04;0;-68;36.69;180
180.5;0.625;-0.875;0.01;0.03;0;-68;36.74;180
180.5;0.5625;-0.9375;0.03;0.03;-0.01;-68.1;36.78;180
180.5625;0.5;-1;0.04;0.02;0;-68.3;36.83;180
180.5625;0.375;-1;0.05;0;-0.01;-68.3;36.88;180
180.5625;0.1875;-0.9375;0.06;-0.01;0;-68.3;36.93;180
180.5625;0.0625;-0.875;0.05;-0.02;0;-68.4;36.97;180
180.5625;0;-0.8125;0.05;-0.02;0;-68.4;37.02;180
180.5625;-0.125;-0.6875;0.05;-0.03;0;-68.4;37.07;180
180.5625;-0.125;-0.5625;0;-0.04;0;-68.5;37.11;180
180.5625;-0.1875;-0.4375;-0.01;-0.04;0;-68.5;37.16;180
180.5625;-0.125;-0.3125;-0.02;-0.03;0;-68.5;37.21;180
180.5625;-0.0625;-0.1875;-0.04;-0.02;0.01;-68.5;37.26;180
180.5625;0.0625;-0.1875;-0.06;0;0;-68.6;37.31;180
180.5625;0.1875;-0.1875;-0.06;0;0;-68.6;37.37;180
180.5625;0.3125;-0.25;-0.05;0.03;-0.01;-68.6;37.41;180
180.5625;0.4375;-0.375;-0.05;0.05;-0.01;-68.6;37.46;180
180.5625;0.5625;-0.4375;-0.03;0.06;0;-68.7;37.5;180
180.5625;0.625;-0.625;-0.01;0.05;0;-68.7;37.55;180
180.5625;0.5625;-0.75;0.01;0.05;0;-68.7;37.6;180
180.5625;0.5625;-0.8125;0.03;0.03;-0.01;-68.8;37.65;180
180.5625;0.4375;-0.875;0.04;0.02;-0.01;-68.8;37.7;180
180.5625;0.3125;-0.875;0.05;0;-0.01;-68.8;37.75;180
180.5625;0.1875;-0.875;0.05;-0.02;0;-68.8;37.8;180
180.5625;0;-0.8125;0.05;-0.03;-0.01;-68.9;37.85;180
180.5625;-0.0625;-0.6875;0.04;-0.05;-0.01;-68.9;37.9;180
180.5625;-0.125;-0.5625;0.02;-0.06;-0.01;-68.9;37.96;180
180.5625;-0.125;-0.375;0.01;-0.05;0;-69;38;180
180.5625;-0.125;-0.3125;-0.01;-0.04;0;-69;38.05;180
180.5625;-0.125;-0.1875;-0.03;-0.02;0;-69;38.1;180
180.5625;0;-0.1875;-0.04;-0.01;-0.01;-69;38.15;180
180.5625;0.0625;-0.1875;-0.06;0.01;-0.01;-69.1;38.2;180
180.5625;0.25;-0.1875;-0.05;0.03;-0.01;-69.1;38.25;180
180.5625;0.375;-0.3125;-0.05;0.04;0;-69.1;38.3;180
180.5625;0.5;-0.4375;-0.05;0.06;0;-69.2;38.34;180
180.5625;0.625;-0.625;-0.03;0.06;-0.01;-69.2;38.39;180
180.5625;0.625;-0.75;-0.03;0.06;-0.01;-69.2;38.44;180
180.5625;0.625;-0.875;0.01;0.05;-0.01;-69.2;38.48;180
180.5625;0.625;-1;0.03;0.04;-0.01;-69.3;38.53;180
180.5625;0.5;-1.0625;0.04;0.02;-0.01;-69.3;38.58;180
180.5625;0.375;-1.0625;0.04;0.02;-0.01;-69.3;38.63;180
180.5625;0.25;-1.0625;0.05;-0.03;0;-69.4;38.67;180
180.5625;0.125;-1;0.05;-0.03;0;-69.4;38.72;180
180.5625;0;-0.8125;0.04;-0.06;0;-69.4;38.77;180
180.5625;-0.0625;-0.6875;0.03;-0.06;0;-69.4;38.82;180
180.5625;-0.0625;-0.5;0.01;-0.05;0;-69.5;38.87;180
180.5625;-0.0625;-0.375;-0.01;-0.04;0;-69.5;38.91;180
180.5625;0;-0.3125;-0.03;-0.03;0;-69.5;38.96;180
180.5625;0;-0.25;-0.04;-0.01;0;-69.5;39.01;180
180.5625;0.125;-0.25;-0.05;0.02;0;-69.6;39.06;180
180.5625;0.25;-0.3125;-0.05;0.03;0;-69.6;39.11;180
180.5625;0.4375;-0.4375;-0.05;0.05;-0.01;-69.6;39.16;180
180.5625;0.5625;-0.5625;-0.04;0.07;-0.01;-69.7;39.21;180
180.5625;0.625;-0.6875;-0.02;0.07;0;-69.7;39.25;180
180.5625;0.625;-0.875;-0.01;0.07;-0.01;-69.7;39.3;180
180.5625;0.625;-1;0.01;0.05;0;-69.7;39.35;180
180.5625;0.625;-1.125;0.02;0.03;0;-69.8;39.4;180
180.5625;0.5625;-1.125;0.04;0.02;0;-69.8;39.44;180
180.625;0.4375;-1.125;0.04;0;0;-70.1;39.49;180
180.625;0.3125;-1.0625;0.04;-0.03;0;-70.1;39.54;180
180.625;0.1875;-1;0.04;-0.05;-0.01;-70.1;39.58;180
180.625;0.0625;-0.8125;0.04;-0.06;0;-70.1;39.63;180
180.625;0;-0.625;0.03;-0.07;-0.01;-70.1;39.68;180
180.625;-0.0625;-0.4375;0.02;-0.06;0;-70.2;39.73;180
180.625;-0.0625;-0.25;0;-0.05;0;-70.2;39.77;180
180.625;-0.0625;-0.125;-0.01;-0.04;-0.01;-70.2;39.82;180
180.625;0;0;-0.03;-0.01;-0.01;-70.3;39.87;180
180.625;0;0;-0.04;0.01;-0.01;-70.3;39.92;180
180.625;0.125;-0.0625;-0.04;0.04;-0.01;-70.3;39.98;180
180.625;0.25;-0.125;-0.05;0.05;0;-70.4;40.03;180
180.625;0.375;-0.3125;-0.04;0.07;0;-70.4;40.08;180
180.625;0.4375;-0.5;-0.04;0.07;0;-70.4;40.13;180
180.625;0.5;-0.6875;-0.02;0.07;-0.01;-70.5;40.17;180
180.625;0.5625;-0.8125;-0.01;0.06;0;-70.5;40.22;180
180.625;0.5625;-1;0.01;0.04;0;-70.5;40.27;180
